game,event_slug,condition_id,team0,team1,series_winner,map1_winner,map2_winner,swept,volume_usd,token_id_yes,token_id_no,game_start_utc
cs2,cs2-drip-newvis-2026-05-03,0xf641f76a6773ac49b3f632e60e8842cd6314e19ec4362bbcabd0cc31e635f8f9,Dripmen,NEW VISION,NEW VISION,NEW VISION,NEW VISION,t,4338,90720844284775710119740315920768040916549704939656839243008010075675206124430,80728587503041949192472709894602977943243547650487119180075031323390144768001,2026-05-03T13:45:00Z
valorant,val-bjk-rbn-2026-05-03,0x217d1e209a1b67a33ddaf06b0021a38e49d43d751ec2e9ad9466c6bf0e5d272f,Beşiktaş Esports, REBORN, REBORN, REBORN,Beşiktaş Esports,f,28796,53407361731892792462247991248421106260000511966491899316946986275601460007273,26754535548383993952543488273718802367397191627556587189784514480751224500641,2026-05-03T14:30:00Z
dota2,dota2-ngx-z10-2026-05-03,0xde370f95c00b5b960805bddd838603301e20bfe2268c3e4f4e60123fe070b2f9,Nigma Galaxy,Zero Tenacity,Nigma Galaxy,Nigma Galaxy,Nigma Galaxy,t,9561,101206822342868087707422102828003344593894893245307169584013430799577775021824,5445827660335896941645662809316009541982774769628375875900494233389331947281,2026-05-03T15:00:00Z
lol,lol-th-shft-2026-05-03,0x9fbb88c251e52ff896e0e433eaf7c9fa1c97aeb0312471705f69a04769915c13,Team Heretics,Shifters,Shifters,Shifters,Shifters,t,190656,69586726667911843356227881963314000391017396430150947630341391776914434661690,59203006611740844265770350964348002826093759973873494540168633369157431731256,2026-05-03T15:00:00Z
valorant,val-dsy-flk-2026-05-03,0x0ec1fc085069c9beda444b9afc9753d3378c238fca00384c7d283f6f2eef6b3b,DNSTY,FALKE ESPORTS,FALKE ESPORTS,FALKE ESPORTS,FALKE ESPORTS,t,7479,43345218786958387772844389490004717885489591762543043553317943554956161438012,10812157168729868852858977502823282894082371504934220318645195327235641987640,2026-05-03T15:00:00Z
cs2,cs2-shk-100t-2026-05-03,0xb69044012acd9fbef8a824b0ad55d3593a7159375d1c6b79449be6b7c166b6cc,Sharks,100 Thieves,Sharks,Sharks,Sharks,t,51527,3341704392808473701992169148933698698796300874084492800187934055376252293082,27580880942452493907988011109571015035981019096731500468120095578852746387643,2026-05-03T15:15:00Z
valorant,val-kpi1-hge-2026-05-03,0x55d53da5dd05e7f4bcfab3a212cec5162afb52ae441e4d743dc5232baf148d97,KPI Gaming,HGE Esports,KPI Gaming,HGE Esports,KPI Gaming,f,10015,55672332369321649583709578774782298478708429981138337660606374134864724458394,107319911296447150728426172457027977038448454042875992279583910787356552013748,2026-05-03T15:15:00Z
cs2,cs2-mjx-yl-2026-05-03,0xf8aa28a281f05d9f739dd95dbc75fdad8459f4d32dffd8cdea4a0792f4075f10,MAJIX ESPORTS,Younglings,Younglings,MAJIX ESPORTS,Younglings,f,132636,61242655030413486888346444667207690090466904856664977597285282313589820482111,4915226769670808514898343906187440577238844709565362393361877507299851504110,2026-05-03T15:30:00Z
cs2,cs2-vsc-pls-2026-05-03,0x8588a4ee7f26d6499ea1268e05e0159739ff708fb4547fa9d275cf946c23a55d,Vasco Esports,Players,Vasco Esports,Players,Vasco Esports,f,62644,113758108629790890713184915029664862471333779760662420899564214920575941557354,83355666051302397945598806182543380147034886395755656921211776027069589830491,2026-05-03T16:00:00Z
lol,lol-fxw7-los-2026-05-03,0x48dcccbc12297c6b5be5a30fe2c6b5e5ea2c4164bce79b42c86d0b594a4bc396,Fluxo W7M,LOS,LOS,LOS,Fluxo W7M,f,298289,12398111378180976676377588370042413993008255735313400662155967358379407429773,19174893086666464551557055610477110302074846087584856100730703395680918565143,2026-05-03T16:00:00Z
valorant,val-wip-jl-2026-05-03,0xa0fc5f732d4a14ef484a51479e89f9907e64d6003a82de4a1c7d01f3cfb0a111,WIP Esports,Joblife,Joblife,Joblife,WIP Esports,f,32292,26513342281431312130928682933528444388524519011244573186094949723124336316489,51739846695119122083188284963621811834503487387515578629269978474458629404506,2026-05-03T16:00:00Z
dota2,dota2-aim-nem-2026-05-03,0x7f59989e3546d3ed3e202c09417d5bf522e2ae7f82dc545a2eaf47fc42deb616,Aim Possible,Team Nemesis,Aim Possible,Aim Possible,Aim Possible,t,2975,18450352703029327292218440151090098888415266859529744889182440487224017920133,99170923529873064688367643529151407348912887391126638200174758625147474242645,2026-05-03T16:45:00Z
cs2,cs2-tdk-inox-2026-05-03,0x618680be7c4be0208efcbdcf9cdbf82f181998d06d01719d4b3507482b8e94ef,TDK,INOX Division,INOX Division,INOX Division,TDK,f,52390,110970721341247593977166388562686206197992276948690859320831028253268171409296,28081636702277819885462771729274165322075307203805453509686616959015709736930,2026-05-03T17:00:00Z
lol,lol-g2-navi-2026-05-03,0x4c7c41ba4e1e192dbb63f8329fb74a95f2cae2708481f9035ce9036a431add55,G2 Esports,Natus Vincere,G2 Esports,G2 Esports,G2 Esports,t,282329,110713677246641925946530989372257442280726848854483897229203120006004462980391,57761345125111504130918436299747160005405511999699032249368559536130013824560,2026-05-03T17:15:00Z
cs2,cs2-nem-sparta-2026-05-03,0x9ecaafe14ef4409bc730a1f1663151c5f8ec0c8ba1d0655beba067654a8e3f79,Team Nemesis,SPARTA,Team Nemesis,Team Nemesis,Team Nemesis,t,42731,104047359500934350807745060103295805942607701965127065267348192465979504910828,94462577472584269530806279943777730809158272364932306684348730341846340923837,2026-05-03T17:25:00Z
dota2,dota2-mouz-yes-2026-05-03,0xfa3f9647ea5702b91224cd490dccbcac33f7dde9995ca21ae5287cc0d8a1b0cb,MOUZ,Yellow Submarine,Yellow Submarine,Yellow Submarine,MOUZ,f,87862,2100747649693302316115653466813323253401804553399562227458190322515755812626,60782486623963202547695296216218602236899828910630730173508136501929562143013,2026-05-03T18:00:00Z
valorant,val-mis-futa-2026-05-03,0x6cd23453dde249ebd0686f825c4af37bcf075d88b69962fdba20b5c04382a183,Misa Esports,FUT Academy,Misa Esports,Misa Esports,Misa Esports,t,7734,24408308231783606641274050333987468502890185310192101153901799245506480089680,25866046274582975540650504675777741478997444480151148341817519256236838144176,2026-05-03T18:00:00Z
lol,lol-lll-vks-2026-05-03,0x36495705b7d02dc8719eb03eaddbdda8bae7908f09be929647724182a7549a53,LOUD,Vivo Keyd Stars,LOUD,LOUD,LOUD,t,144382,64720743377434307475673126546156612838547254078539257709959617712099282194816,6173644754164373020488758147390754745111265289181932957800584875894793492421,2026-05-03T18:30:00Z
valorant,val-mdr-f9-2026-05-03,0x29dec84e971bf730dabb6789aa8f1f936a78e6448270f6884e25d63a73423149,Mandatory,F9 EICAR,Mandatory,F9 EICAR,Mandatory,f,21025,103100592447516066683936820510289189151234989485780701134369213349398373486718,1854790266510114523355284685292263505946230014535884503376733280230541323152,2026-05-03T19:00:00Z
lol,lol-ly-sen-2026-05-03,0x7805ddd8d1179cfceeec38d527ee9a94c4645343ec2064687d414247c8056778,LYON,Sentinels,LYON,LYON,LYON,t,191077,56659632656964559199428957669448588235583567599061961957120636601581738023151,95377845559251728279963917836996724573711699927317262800328221792292052262224,2026-05-03T20:00:00Z
cs2,cs2-imp11-bhe-2026-05-03,0x7333de76ed3553e1045a667fd23a7697dfbd7b554fd1246ba28cd5cf2de2c45e,Imperial,Bounty Hunters Esports,Imperial,Bounty Hunters Esports,Imperial,f,67243,86981471181559801914737426579170369727169293365493588512067045226248811291943,44436797139829330377623927359578985641924987275119420949193226147476677682119,2026-05-03T21:00:00Z
valorant,val-loud-c9-2026-05-03,0xf36f02a6eb40c1222eaedfe3bacf1efb8a298fe3a245fb3887c33d9f842fb8ee,LOUD,Cloud9,LOUD,LOUD,Cloud9,f,479430,55575597065557442671949730277223303530295471539312671282128728008644562645457,4599762115831227906826540713616460836563646322667993274103557796493068179483,2026-05-03T21:00:00Z
cs2,cs2-keyd-paina-2026-05-03,0xcf228de1cad6c53ac5ea0e3de1af3c5d8a68decd3d1e7c0aa18d57de1a655573,Keyd,paiN Academy,Keyd,Keyd,Keyd,t,10044,3013019953373662772906241762350026508326290189559633784640801980649479347207,14363222969050906843283127138214327905318846981911229437242907135154574722037,2026-05-03T22:00:00Z
lol,lol-fly-sr-2026-05-03,0x876f56564ac763be885001d0ab52c78d2b8a1dfb05b68d4a2ce6bdeb959cc93a,FlyQuest,Shopify Rebellion,FlyQuest,FlyQuest,Shopify Rebellion,f,336440,75510141519593595592905756501303228790679147724769954526851640896726633288457,110675346025268246991818112111635068359071068051259802477138009992700132135647,2026-05-03T22:10:00Z
valorant,val-g21-nv2-2026-05-03,0x4977cb7109528814ff50132970eb3ebd15b00e26e42098d51d9dba1868ef5820,G2 Esports,Team Envy,G2 Esports,G2 Esports,G2 Esports,t,86397,17066540259590221752098594361017451336172400906310643684224461041450328918071,73902580675502535911720217176789674421186002055110035397624272001770536499252,2026-05-04T00:00:00Z
cs2,cs2-voc-wc1-2026-05-03,0x1cb2d38f96a4d81a5b5002ed9400a9a71426584b57a99612348103981007cb02,Voca,Wildcard,Voca,Voca,Voca,t,79358,70087372009371151286395022855140356921537594266022370490058548052977908187886,75822736515557560010128583214793846388059881879621239193298300756575178205806,2026-05-04T01:00:00Z
cs2,cs2-m80-wc1-2026-05-03,0x05df9814fcd78c994da12d3b97317924c1f1ffb89e9aa0d0ce93092c84eec4e1,M80,Wildcard,M80,M80,M80,t,61052,28383295064026960685142081993317357912993115308315306313460674212073726745364,83740479682445821462266540262578954277802082117692279306140976091535628920497,2026-05-04T03:30:00Z
lol,lol-dkc-dnsc-2026-05-04,0x3614cfc2d195a8fa93721dac15648c140acc36956720e90819fd01a3b958bb6a,Dplus KIA Challengers,DN SOOPers Challengers,DN SOOPers Challengers,DN SOOPers Challengers,DN SOOPers Challengers,t,171256,35464872781052131218951766105848326027673923885181652542561700470380881988054,115388684230488733291705858820925338414604940027219524996005860824138867871378,2026-05-04T05:00:00Z
dota2,dota2-satan-carst-2026-05-04,0x9fbe06ab15563e9f3b03b19de72c7ad4dec81976c74dfa5c68328d5bc092f999,Satan666,Carstensz,Carstensz,Carstensz,Carstensz,t,2422,86507624090370420303560428631229282338024302883268566242577522909559784177164,48315166572019308211616555156669200693720394880506752625861901521451098511209,2026-05-04T06:15:00Z
lol,lol-drx-dnf-2026-05-04,0x613fec3344674424c3cd6ac4eb8bbb943d26e7085430bbad7629bd2249457b42,Kiwoom DRX,DN SOOPers,DN SOOPers,Kiwoom DRX,DN SOOPers,f,725158,26497718890504331235177732029072870156442994843052536241590812249933325365160,7665720534296087962244903551022226686332526844061812929489077027467730023507,2026-05-04T07:00:00Z
lol,lol-ktc-drxc-2026-05-04,0xceef23ca56ca81490e91fbae5f8f1d555edfac6a9d418717e6a6a1fa6d5affe7,KT Rolster Challengers,Kiwoom DRX Challengers,Kiwoom DRX Challengers,Kiwoom DRX Challengers,Kiwoom DRX Challengers,t,71168,1656904285286913466611600556079631818961079861059293479541761544057568276973,8745370310271483535533484217573189153171297070200751676936417135153525545580,2026-05-04T07:00:00Z
cs2,cs2-algo1-ff-2026-05-04,0xcef7f2a1918100212f82c2168d4e728eb60e98a30485e368fea1c1ac11a58978,ALGO Esports,Fire Flux Esports,ALGO Esports,ALGO Esports,Fire Flux Esports,f,32819,43652029899891422601844605569396457240591409955128543988886885052834392201635,88449080484902179920311386937391466620270450563929788732290705695415567272397,2026-05-04T08:00:00Z
cs2,cs2-ursa-hs2-2026-05-04,0x871f6d57057021ffe247cfd769cbd93ee6479dfdb5a7e7f468c89477fd437577,Ursa,HyperSpirit,Ursa,Ursa,Ursa,t,6626,46911047093516170752189556985088626248456296844124651335476108383678463672511,7512628667368944446654812673796625794228564000035510532725265523538211420796,2026-05-04T08:10:00Z
lol,lol-rg4-arb1-2026-05-04,0x3d1bb6badf467355d32946a66b5145c287d69a771088a37ddbdd2cf9134c9b3c,Rising Gaming,Arneb,Rising Gaming,Arneb,Rising Gaming,f,33009,63714817785562327590143710522919984535211134131823103780084623193396034101950,49207452315609513277455654021158770114601934292341571135352134802864392642090,2026-05-04T08:10:00Z
cs2,cs2-biga-imperi-2026-05-04,0x64fc3609764bd42af7381e159c8a16a195d12c1638ae01940a6a70db9b19f190,BIG Academy,Imperial Academy,Imperial Academy,Imperial Academy,Imperial Academy,t,29682,86063793794019614629185385203697277959076352280067906437624141582556329121915,72226341248267471739653482027179656084483882683644829403136492574916105077234,2026-05-04T08:15:00Z
dota2,dota2-z10-rnx-2026-05-04,0x2db3e855f81b1c8fa5c8e5df0bd23a0ffe913de15d9ef27586470e5d755ab23d,Zero Tenacity,REKONIX,Zero Tenacity,Zero Tenacity,REKONIX,f,96035,77084637324658647420513597379744688510575443151266950295751548666016571588117,114821143998810338947259790089989530772803987734457102843131513341647326823413,2026-05-04T09:00:00Z
lol,lol-t1a-hle-2026-05-04,0x8bdc0e3fbca7910fbc18a38022dab13916145ba891689283fe0c9151e5a3d05e,T1 Academy,Hanwha Life Esports Challengers,T1 Academy,T1 Academy,T1 Academy,t,19096,105381050904782138385502844834460547632710311319389405651947917695472332687210,27289378589145393471674160214247993294438201407379463204936604313093872783166,2026-05-04T09:00:00Z
valorant,val-xlg-jdg-2026-05-04,0x06bc1cb121e675f6a88fc502394f86b888f3e9bd3bbebd6c1aa573703a9d30ec,XLG Gaming,JD Gaming,XLG Gaming,XLG Gaming,XLG Gaming,t,47969,54904272808749725636726476393553377554194276066870501380860547145830188787988,108582045684824437679911445633734466135535932480542597768395575279271212300346,2026-05-04T09:00:00Z
lol,lol-kt-fox1-2026-05-05,0x8e156a7b68dcc90d72b557c1449c5110eb6b208cfbb904b3c6108886fb9b2c3e,KT Rolster,BNK FEARX,BNK FEARX,BNK FEARX,BNK FEARX,t,1010951,29069675444110575423823142717344413142148043259587878236147165691933095560982,67183990838611258343518099436508933779644771046290296546133725261027467931564,2026-05-04T10:00:00Z
lol,lol-uwinks-rck-2026-05-04,0xecdbed0e8a4dcb18872dff03c38fd1e266f0021627306dbcc22622ed0963195f,Uwinks,RAYN Clocks,Uwinks,Uwinks,Uwinks,t,11768,33724953682490507834172166383355552521068684158550110847997791493465236561772,103789248347751750222130304868666012209282407718896868032685150818553033807677,2026-05-04T11:00:00Z
cs2,cs2-tnc-unity-2026-05-04,0x519b73c15314c5324a9d6516f5e3871052b73343c4ed10a8a18fcd1249106ad4,TNC,UNiTY esports,TNC,TNC,TNC,t,1706,43247563412240057466147479982687440938197525637655434234774619370022114479035,19777672495327572283260463764632477324773630771328074195214099872113467045520,2026-05-04T11:04:33Z
cs2,cs2-cs1-meg1-2026-05-04,0x9a77264451aea4da1c3389a16371678cb38b0dbf8fc3c760f2f7e240eade6f05,CYBERSHOKE Esports,megoshort,CYBERSHOKE Esports,CYBERSHOKE Esports,CYBERSHOKE Esports,t,2493,5446565545615806325575213873655491512433198218757612521211137658123235913058,23656967596712309394197732544384193881614296984392949167247430071455984356469,2026-05-04T11:10:00Z
valorant,val-ag1-edg1-2026-05-04,0xea0e446116538cfd8c15164d49237ca3eecdb4e55bc9509e04580585fd6e8c7d,All Gamers,EDward Gaming,EDward Gaming,EDward Gaming,EDward Gaming,t,135244,21164709328200373196165734164718728593902494166823763314496199965316049031869,23701087661683992903742760926950082875377677051115030098327162821850794481112,2026-05-04T11:10:00Z
lol,lol-t1-bro2-2026-05-05,0x52275a6f7bacbf8b43c705b4259132f0748eaca6b833974bdd3c9579d402a749,T1,HANJIN BRION,T1,T1,T1,t,452463,77414196168664066130174632336245810109551702981392404082191403986870135391416,53900073175010686283710437709270084060760647327381918523523584373814488531430,2026-05-04T12:15:00Z
dota2,dota2-nemiga-mouz-2026-05-04,0xa22f2fe606d758343697868e2f8359b250902c46c9239ab966698de7e189a829,Nemiga Gaming,MOUZ,MOUZ,MOUZ,MOUZ,t,20281,24695365004949435382696181819322398927622019679315777020348387025391576456924,103036767672871833217247597992154215241038290774779329596113981340419030606842,2026-05-04T12:55:00Z
cs2,cs2-mouzn-ursa-2026-05-04,0x075a9d4cb950f3cee3f3fd8d9115cd497abaa4bcfdb50da443ba791a58b41077,MOUZ NXT,Ursa,Ursa,MOUZ NXT,Ursa,f,139579,43924207250289526977706627755671779634891835572919140633161043306364855965416,41646168338923743721598510485842644178928611965298221149355033929019798280886,2026-05-04T14:00:00Z
cs2,cs2-lavked-pha-2026-05-04,0x56e11f85e0519abb2307606073791e44743ed8c115f8cd62883c66201ce93e9c,Lavked,Phantom,Lavked,Lavked,Phantom,f,38013,53729658445801952478218021923976715127013647055339003078486221839599537354344,48680760626135621725090245630895780119285830289936801988844049741304804883618,2026-05-04T14:10:00Z
lol,lol-fnc-vit-2026-05-04,0x472dddbe2de7704bc329cd1ceb17bfba1948ece722b98f64ca25aa7b71dab819,Fnatic,Team Vitality,Team Vitality,Fnatic,Team Vitality,f,684892,58632556586516127529834062034412187784362153572743792009369378242886682963392,14993626204708728740733139996878183896411838776352150093622491524614006981891,2026-05-04T15:00:00Z
valorant,val-mir-navij-2026-05-04,0xec208aa2ac007cc3f966e5bd54dba310f79e5a8de8866acf7790f16f3f22c71c,MIR,NAVI Junior,NAVI Junior,NAVI Junior,NAVI Junior,t,6339,72832405738267941199535832991514368601684719739559526443293174766596962041474,85398603428443106759356763344514982559033708228116845463865786130558791684149,2026-05-04T15:00:00Z
cs2,cs2-msc-str4-2026-05-04,0x3068f1b1deee44f652e9c762c43843aebb2939a3ab8b6bced365ad89c8c15b95,MASONIC,struggletony,struggletony,struggletony,MASONIC,f,5268,69065164290714305598083627714667954533879283507430443267092401525295674716835,50151967056993626388285548619059583869010889925177724155660519236701554895219,2026-05-04T15:10:00Z
valorant,val-rbt-kpi1-2026-05-04,0x16c4d642a5777430dedf8d68ba5e5f160bd91826d6c338597057121f6645f614,Ramboot Club,KPI Gaming,Ramboot Club,Ramboot Club,KPI Gaming,f,4789,76477889059897891334337331508482644074447303872835312341456833348373072091859,9215023233978140610738091262450133318199371126141728288010474992941604420584,2026-05-04T15:10:00Z
dota2,dota2-1win-playti-2026-05-04,0xeb368e6d55fb73a66ec16f8d3a6078e904a2f50d9c924a8a206ce2d45d76e092,1win,PlayTime,PlayTime,1win,PlayTime,f,122072,12249861541475605733675242569113788380478867589885011120243711845358400102832,99450770570913566423858765919180954417266903693788192605165026515307689507789,2026-05-04T15:15:00Z
cs2,cs2-crash-alz-2026-05-04,0xdb4c7ae9f1ade5652886fcb94d4292c35ba5aa18bd2cad45cc17433aec249d22,Crashers,Alzon,Alzon,Alzon,Alzon,t,35046,30150271830816070955480399892128738654843403415634560659575956682717290444423,4502456991497257734490381893399817082505277396699376957018872225674510730591,2026-05-04T16:15:00Z
cs2,cs2-g1-aaa-2026-05-04,0x329556f0def12f068d29ebd600da015617c03181d506255dcce351da7cecc718,GenOne,against All authority,GenOne,GenOne,GenOne,t,12182,74631035561953026559558020269342057319282137259598355784430181093615626247192,50922674293297456427814274045376214184896705971073973289226936169177483351238,2026-05-04T17:00:00Z
cs2,cs2-wal2-fcf-2026-05-04,0x46742a23293bf4621992bd020ad803e606b693a6cd56b4ff90acc41ff71f193c,Walczaki,FC Famalicão Esports,Walczaki,Walczaki,Walczaki,t,4076,27067437735253342112351694728045322821581163088858048734546315169384370295979,114989549174911340649984218222819147782937541424044360252571102317395246293161,2026-05-04T17:00:00Z
valorant,val-bar-flk-2026-05-04,0x9ba1b56f02bc8ec68f9b315fc10d45effda8d523690baf2ae41cdffded258c9a,Barça eSports,FALKE ESPORTS,Barça eSports,Barça eSports,Barça eSports,t,25737,53938476010174115965657314580002291259804526576000389920958483550999607695133,78081313855873476375377356710311585885702794831773874960897071045190003864988,2026-05-04T17:45:00Z
lol,lol-shft-mkoi-2026-05-04,0xd4bafff95ab42ce705a72f72140456ffe6c20a990d1923baa2e2154b9eaefc28,Shifters,Movistar KOI,Movistar KOI,Shifters,Movistar KOI,f,852961,60815518610909123652331210851236152297729643642098275849864005991446566870369,13141165408659452972240865021496035829981295454757863745681011840882338086547,2026-05-04T18:00:00Z
cs2,cs2-sashia-aabb-2026-05-04,0x6ea64771ef18bf3076107d464381b785edc97292c92b1c9412a0f39f7046255e,Sashi Academy,AaB Bulls,Sashi Academy,Sashi Academy,Sashi Academy,t,806,92995891243353142203682351660497507685096548605919376008986052060604179394884,43644942458513284154374665108134306819377033998666234246598221586864128035801,2026-05-04T18:15:00Z
dota2,dota2-re-pr1-2026-05-04,0xf9036aad1f1f0d8a17ea465e31bbe0b23f60de8ad18f567424dc56eb80d6d81b,Rune Eaters,Power Rangers,Power Rangers,Power Rangers,Power Rangers,t,6480,90406077062584688036881513247442653770452665908646299785785919488634710408661,78849057430963373208033621642851928473281022596959150335549876999769138516578,2026-05-04T18:15:00Z
cs2,cs2-bhe-mw-2026-05-03,0x0784b24f460bd77abae16a9328eaf0e6b96217bb275943b59b61ba07f45d31d6,Bounty Hunters Esports,METANOIA WOLVES,Bounty Hunters Esports,Bounty Hunters Esports,Bounty Hunters Esports,t,12527,105523991523851306581412844533066196396015824255530592393880315723534465745250,87550493554143947379621890050788038074491534336091220685872844668696890284560,2026-05-04T19:00:00Z
cs2,cs2-pls-furiaf-2026-05-04,0xacf1805a3f9b267638de2a04e7a8a4227f9978f4d255a88de1ea294fcb2f2212,Players,FURIA fe,Players,Players,Players,t,33527,85752294609120536759158249427471319673268372554556688836848614179334600619068,88531116993779896129027598843562812253764451128547958019605274154617940492284,2026-05-04T19:00:00Z
dota2,dota2-nem-ngx-2026-05-04,0x091a99dcf5cbfc213cdc0d74bbd2b9a02af335881e4f960e7027a83601d54781,Team Nemesis,Nigma Galaxy,Nigma Galaxy,Nigma Galaxy,Nigma Galaxy,t,25502,113842023916157663853095083939158085170598351401244075360852997622942630179373,29094095599258562487260430698356556755465468074959092427074928186979137399342,2026-05-04T19:00:00Z
valorant,val-wip-f9-2026-05-04,0xdef3313bf411632b9c58f922e7d45a23319d87257254f9c0c3370c1654642848,WIP Esports,F9 EICAR,WIP Esports,WIP Esports,WIP Esports,t,8527,87110659274261104992996869248784121041530358757697175648896775928124996848697,41206640781635981462286995281589414441659692899150899897749038644018680132445,2026-05-04T19:00:00Z
lol,lol-est-itz-2026-05-04,0x649f00d0ef0a2ef200b307b63c096c60490cbf63e221653edce92672d3a35ac3,Estral Esports,INTZ e-Sports,INTZ e-Sports,Estral Esports,INTZ e-Sports,f,78633,37583473598068483398946638520834294737232322863961864331224102250717084555808,72082089460466088822565119558353193189566886574824272303240969099875305689048,2026-05-04T20:00:00Z
valorant,val-ega-d1-2026-05-04,0x027db304f8ac369436cc26be0cbc0c9f5e575cb062d23e5d9c740856afecc394,Evil Geniuses Academy,Division One,Division One,Division One,Evil Geniuses Academy,f,147770,109470969833008524913251650310830267137780808696736923874959456297547951401866,52679365268207719072119136483204063783424795856092780396019185400003841528331,2026-05-04T20:00:00Z
lol,lol-7rex-vksa-2026-05-04,0x52b0d3082cbcf2c284b07124687914bc0331077c90f8f08cacb1561492ed5d68,7REX,Vivo Keyd Stars Academy,Vivo Keyd Stars Academy,Vivo Keyd Stars Academy,Vivo Keyd Stars Academy,t,23980,84443845969756115712671108889421798654492872401176392471034519771916029564771,64538656404694815351283162287885563021154056689629313339000446750272403635763,2026-05-04T22:45:00Z
valorant,val-yfp-fq-2026-05-04,0x7b590256ea8c2f84ceebfaca2a0dec24ad3531d4ea95f9665a5107a8d862f482,YFP Gaming,FlyQuest,FlyQuest,FlyQuest,FlyQuest,t,102330,24558652763881203804308204445594765662139555981930748816390624994580522353169,76742293235958244309213582188472977782593446905791527298045611161213802326385,2026-05-04T23:00:00Z
cs2,cs2-bojong-mana-2026-05-05,0xaab74d7414062a0e284b94b7b9028d56c5e7cc5a3da32eb3a7ed1ad39fffe6dd,BOJONG,MANA eSports,MANA eSports,MANA eSports,MANA eSports,t,11477,107965611025764956552436811405197419131759928677502542521455891492415955224757,70999917089620443163331407678400674126178369312416191871139172688817098748533,2026-05-05T08:00:00Z
lol,lol-foxy-nsea-2026-05-05,0x22bd4699a695c3b90d18cae7968e394aa19e1c7f93f15d46d05ef3fd9d4bd8f6,BNK FearX Youth,Nongshim Esports Academy,Nongshim Esports Academy,BNK FearX Youth,Nongshim Esports Academy,f,192781,108165118103513295338628069440225132875603952569449588736058748237482264552849,21756510174895561843094463066912231382343683720554719794533022657077321495653,2026-05-05T08:00:00Z
lol,lol-hle1-dnf-2026-05-05,0x563a79c00684cc81f89563fdd4c11f34c9fb4215a99ffacef3de5519cb19c9cd,Hanwha Life Esports,DN SOOPers,Hanwha Life Esports,Hanwha Life Esports,Hanwha Life Esports,t,422138,23031320308325734608284110629309773331857510274078986282105220606268606339625,94930541720475935789907003607667099262508341865388123706764926468165748779812,2026-05-05T08:00:00Z
lol,lol-dfma-lguide-2026-05-05,0xd66f9835e4ac1311556f5848bbdb67bb7103c7cf082912398efcc2a3cd8e566f,DetonatioN FocusMe Academy,L Guide Gaming,L Guide Gaming,L Guide Gaming,L Guide Gaming,t,2912,87564989070289657178889018168851830063100146300078084432847266313391422942782,103085629776787449108670413893542930887666313472442442211997118598257101653959,2026-05-05T08:10:00Z
cs2,cs2-pha-g1-2026-05-05,0x815fd5c7b8341d5e2141e248ae1fbb6821fa7d33769e0cceb1d693dc58e0d307,Phantom,GenOne,Phantom,Phantom,GenOne,f,78622,71353337713464984551003782384002036637581209227395985159061020471030665548931,25023178894435213922346363845354987457660501218191777446847495922930389017343,2026-05-05T08:20:00Z
dota2,dota2-yes-nemiga-2026-05-05,0x18c55a0dd72742fa3bd95bba5bc19af06b692937acdd6e8c74240e90a0b9d5e8,Yellow Submarine,Nemiga Gaming,Yellow Submarine,Yellow Submarine,Nemiga Gaming,f,95869,4496222107657646420607253782316823308610933202752214794584346926052712685089,91769577108943585970199572042875498045042892784177525243339868664132318976591,2026-05-05T09:00:00Z
lol,lol-dcg-gam-2026-05-05,0x421110e91374dc883a5fc428edfcca6e7200fced28d25e5a1080b356d3e3ddef,Deep Cross Gaming,GAM Esports,GAM Esports,GAM Esports,Deep Cross Gaming,f,5446,17319040368811400768352676284446781496504634084343063447810002338788074814214,19968246653218282071100821102987091279282068440744819991266745671694003084216,2026-05-05T09:00:00Z
lol,lol-tsw-dfm-2026-05-05,0x1a44c1026663ce91fe3b29be0a44caa8ba5416617d8472d2200e8e09c168acf7,Team Secret Whales,DetonatioN FocusMe,Team Secret Whales,Team Secret Whales,Team Secret Whales,t,177,58169327470168404042345268038212271727777803640479578565736856205469167349398,6074498577052091131060510504704974338514049522903330213408503566622933905841,2026-05-05T09:00:00Z
valorant,val-drg-jdg-2026-05-05,0x93c068f4eb2a9a78001ce1fb714a72bdd9cf2e885cd2e6d0882096cb032d110d,Dragon Ranger Gaming,JD Gaming,Dragon Ranger Gaming,Dragon Ranger Gaming,Dragon Ranger Gaming,t,113174,26888805942095363579868830202351935547614594467124221447888237699972624728925,66716434279635087119098547956889648676941335955117675380982986935612378953327,2026-05-05T09:00:00Z
lol,lol-dk-ns-2026-05-04,0xa316b6b41f1bec97b7f24b3ab43cd6798d02bcad2c950ec1858b6fa8d4efed9a,Dplus KIA,Nongshim Red Force,Dplus KIA,Dplus KIA,Dplus KIA,t,511772,27105407658875236626034608505964233108970121914772772448595774039863268159820,42352817561387095945810991114464163603547722400587050528161924762761085484716,2026-05-05T10:00:00Z
lol,lol-newmet-fnl-2026-05-05,0x9ba502dc758453995d789346e1ed9044681629957b90dbe69c7b8dc6cc060b31,New Meta,FENNEL,FENNEL,FENNEL,FENNEL,t,2025,25997452876474050853048509155631807398054267253949111266393582838247745577355,27220296651879638615794407537338623147644332968082088089063848871413144384526,2026-05-05T10:00:00Z
